token,count,files,category,registered,builtin_allowed,baseline_allowed,first_file,first_line,first_context
SEQ-115,10,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,347,"PORT_STATUS_RELEASE_GATE.csv:row_0948,cw_rendezvous_coast_trajectory,cw_rendezvous_coast_trajectory,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scil"
SEQ-169,10,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,489,"PORT_STATUS_RELEASE_GATE.csv:row_1233,rvd_drag_force,rvd_drag_force,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rock"
STALL,10,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,27,"pub const CODEX_ID_STALL_SPEED: &str = ""flight_dynamics.performance.stall_speed"";"
TU,10,3,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,861,"/// M00 canonical time unit, `TU = sqrt(DU^3 / mu)`."
CSV,9,7,registered,true,true,false,docs/roadmap/stage5_deployment_queue.md,14,| 6 | Session C C2 classifier dataset | pending_decision | needs_review | C1 must be accepted first; explicit coordinator/user approval required. | Deterministic source-locator normalization of the reviewer-identified absolute Scilab extrac
DU,9,2,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,861,"/// M00 canonical time unit, `TU = sqrt(DU^3 / mu)`."
EDL,9,6,registered,true,false,false,nomenclature/examples/ai/terminology_pack_for_acronym_demo.generated.md,18,"- EDL = Entry, Descent, and Landing [candidate; spacecraft, planetary_missions, mission_phase; score=2]"
GRAVITY,9,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-atmosphere/src/lib.rs,17,"STANDARD_GAMMA_DRY_AIR, STANDARD_GRAVITY_M_S2, STANDARD_SEA_LEVEL_DENSITY_KG_M3,"
INDUCED,9,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,30,"pub const CODEX_ID_INDUCED_DRAG: &str = ""aero.drag.induced_drag_coefficient"";"
K4,9,3,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-constants/src/lib.rs,89,pub const STEFAN_BOLTZMANN_W_PER_M2_K4: f64 = 5.670_374_419e-8;
LIGHT,9,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,616,const ID: &str = ids::PI_LIGHT_COMMAND;
LIMNOSPIRA,9,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,228,const ID: &str = ids::LIMNOSPIRA_BIOMASS_RATE;
MOL,9,3,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-constants/src/lib.rs,77,pub const UNIVERSAL_GAS_CONSTANT_J_PER_MOL_K: f64 = 8.314_462_618_153_24;
NU,9,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,49,"pub const CODEX_ID_PRANDTL_MEYER_NU: &str = ""gasdyn.prandtl_meyer.nu"";"
PERIOD,9,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,23,"pub const CODEX_ID_ORBITAL_PERIOD_CIRCULAR: &str = ""astrodynamics.two_body.orbital_period_circular"";"
SEQ-120,9,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,180,"PORT_STATUS_RELEASE_GATE.csv:row_0597,ga_flyby_3d_by_normal,ga_flyby_3d_by_normal,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_flyby_3d.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic ast"
SEQ-122,9,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,184,"PORT_STATUS_RELEASE_GATE.csv:row_0621,ga_flyby_feasibility,ga_flyby_feasibility,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_patched_conics.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic"
SEQ-146,9,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,481,"PORT_STATUS_RELEASE_GATE.csv:row_1200,ac_nutation_damper_coefficients,ac_nutation_damper_coefficients,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_sc"
SEQ-168,9,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,370,"PORT_STATUS_RELEASE_GATE.csv:row_0971,coe2rv_from_a,coe2rv_from_a,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_sci"
STATUSES,9,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,110,const ALLOWED_STATUSES: &[&str] = &[
UNIVERSAL,9,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-constants/src/lib.rs,77,pub const UNIVERSAL_GAS_CONSTANT_J_PER_MOL_K: f64 = 8.314_462_618_153_24;
BOUNDARY,8,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,328,const ID: &str = ids::CARBON_BOUNDARY_FLUX;
COLS,8,5,uppercase_word_or_heading,false,false,false,nomenclature/README.md,141,"N in const generic       -> compile-time value, preferably replaced with SAMPLE_COUNT, ROWS, COLS, etc."
CONVECTIVE,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-heat-transfer/src/lib.rs,25,"pub const CODEX_ID_CONVECTIVE_HEAT_FLUX: &str = ""heat_transfer.convection.convective_heat_flux"";"
CP,8,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-thermo/src/lib.rs,26,"pub const CODEX_ID_CP_FROM_GAMMA_R: &str = ""thermo.perfect_gas.cp_from_gamma_r"";"
CV,8,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-thermo/src/lib.rs,28,"pub const CODEX_ID_CV_FROM_GAMMA_R: &str = ""thermo.perfect_gas.cv_from_gamma_r"";"
DERIVATIVE,8,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,93,const ID: &str = ids::GENERIC_COMPARTMENT_DERIVATIVE;
DOWNSTREAM,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,32,"pub const CODEX_ID_NORMAL_SHOCK_DOWNSTREAM_MACH: &str = ""gasdyn.normal_shock.mach2"";"
DUE,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/low_risk_candidate_shortlist.csv,2,"P0_next_after_current_review,PORT_STATUS_RELEASE_GATE.csv:row_0006,app_to_due_distance,foa_app_ast_app_to_DUE_distance,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astr"
DYNAMIC,8,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,20,"pub const CODEX_ID_DYNAMIC_PRESSURE: &str = ""aero.forces.dynamic_pressure"";"
ERROR,8,4,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,591,const ID: &str = ids::OXYGEN_FRACTION_ERROR;
F/A,8,6,registered,true,false,false,archive/prompts/Pasted markdown.md,1054,stress = F/A
INFLUENCE,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,43,"pub const CODEX_ID_SPHERE_OF_INFLUENCE: &str = ""astrodynamics.celestial.sphere_of_influence_radius"";"
IRRADIANCE,8,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,70,"ids::CYLINDRICAL_TWO_FLUX_IRRADIANCE_RATIO,"
MACH2,8,1,artifact_id_or_version_token,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,34,pub const CODEX_ID_NORMAL_SHOCK_MACH2: &str = CODEX_ID_NORMAL_SHOCK_DOWNSTREAM_MACH;
MANIFEST,8,8,uppercase_word_or_heading,false,false,false,ARTIFACT_MANIFEST.md,22,- `DATA_MANIFEST.toml`
NIST/CODATA,8,6,compound_registered_or_known,false,false,false,docs/phase_0_001/final_microtasks_001_020_report.md,210,"Phase 0.001 is source-traceability scaffolding, not final validation. Exact source editions, equation IDs, table/page references, units, uncertainty conventions, validation values, and tolerances still require review. NASA/JPL, NASA Glenn/C"
P0,8,1,chemical_formula_or_unit_symbol,false,false,false,docs/source_intake/m07_formula_family_classifier/low_risk_candidate_shortlist.csv,2,"P0_next_after_current_review,PORT_STATUS_RELEASE_GATE.csv:row_0006,app_to_due_distance,foa_app_ast_app_to_DUE_distance,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astr"
PHASE,8,4,uppercase_word_or_heading,false,false,false,crates/aero-codex-constants/src/lib.rs,104,pub const PHASE_0_001_CONSTANT_SEEDS: &[ConstantSeed] = &[
PROPOSAL,8,5,uppercase_word_or_heading,false,false,false,nomenclature/ADOPTION_PLAN.md,51,Use `templates/ACRONYM_PROPOSAL.md` for any new acronym meaning or collision.
RESISTANCE,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-heat-transfer/src/lib.rs,29,pub const CODEX_ID_THERMAL_RESISTANCE_CONDUCTION: &str =
ROWS,8,5,uppercase_word_or_heading,false,false,false,nomenclature/README.md,141,"N in const generic       -> compile-time value, preferably replaced with SAMPLE_COUNT, ROWS, COLS, etc."
SEEDS,8,4,uppercase_word_or_heading,false,false,false,crates/aero-codex-constants/src/lib.rs,104,pub const PHASE_0_001_CONSTANT_SEEDS: &[ConstantSeed] = &[
SEQ-005,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,119,"PORT_STATUS_RELEASE_GATE.csv:row_0502,app_sitetrack_dataset1,foa_app_ast_app_sitetrack_dataset1,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleane"
SEQ-006,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,123,"PORT_STATUS_RELEASE_GATE.csv:row_0506,app_lstime_1970,foa_app_ast_app_lstime_1970,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespac"
SEQ-016,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,14,"PORT_STATUS_RELEASE_GATE.csv:row_0162,weighted_least_squares_delta,foa_ch02_ast_weighted_least_squares_delta,""source_scilab_extracted_locator/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned"
SEQ-037,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,76,"PORT_STATUS_RELEASE_GATE.csv:row_0396,ch5::gauss_p_iteration,foa_ch05_ast_gauss_p_iteration,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_al"
SEQ-044,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,112,"PORT_STATUS_RELEASE_GATE.csv:row_0479,ch6::ballistic_target_rotating_iterate,foa_ch06_ast_ballistic_target_rotating_iterate,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals"
SEQ-051,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,198,"PORT_STATUS_RELEASE_GATE.csv:row_0717,ch7_lunar_flight_table,foa_ch07_ast_ch7_lunar_flight_table,source_scilab/ch7_simple/ast_ch7_simple_trajectories.sci,external_data_required,blocked_until_source_review,mission design / patched-conic astr"
SEQ-128,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,352,"PORT_STATUS_RELEASE_GATE.csv:row_0953,lvlh_frame,rk4_integrate,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab"
SEQ-131,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,400,"PORT_STATUS_RELEASE_GATE.csv:row_1014,j2_latitude_crossing_roots,j2_latitude_crossing_roots,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_libra"
SEQ-155,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,557,"PORT_STATUS_RELEASE_GATE.csv:row_1313,coe2rv,coe2rv,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/orbit_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP"
SEQ-156,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,561,"PORT_STATUS_RELEASE_GATE.csv:row_1317,propagate_tle_file,propagate_tle_file,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/propagation_utils.sci,sgp4_teme_sensitive,blocked_until"
SEQ-161,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,446,"PORT_STATUS_RELEASE_GATE.csv:row_1090,rb_propagate_quat_constant_moment,rb_propagate_quat_constant_moment,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_section"
SEQ-170,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,494,"PORT_STATUS_RELEASE_GATE.csv:row_1238,rvd_gravity_turn_launch,rvd_gravity_turn_launch,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/cur"
SEQ-182,8,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,584,"PORT_STATUS_RELEASE_GATE.csv:row_1340,days2mdhms,days2mdhms,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/time_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vall"
SERVICE,8,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,410,const ID: &str = ids::SERVICE_VECTOR;
SOUND,8,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-atmosphere/src/lib.rs,31,"pub const CODEX_ID_SPEED_OF_SOUND: &str = ""atmosphere.speed_of_sound"";"
SPHERE,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,43,"pub const CODEX_ID_SPHERE_OF_INFLUENCE: &str = ""astrodynamics.celestial.sphere_of_influence_radius"";"
SYSTEM,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,151,const SYSTEM_SOURCES: &[&str] = &[
THRUST,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-propulsion/src/lib.rs,23,"pub const CODEX_ID_IDEAL_THRUST: &str = ""propulsion.nozzle.ideal_thrust"";"
US,8,2,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-atmosphere/src/lib.rs,16,"SOURCE_ID_US_STANDARD_ATMOSPHERE_1976, STANDARD_AIR_GAS_CONSTANT_J_PER_KG_K,"
VIS,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,27,"pub const CODEX_ID_VIS_VIVA: &str = ""astrodynamics.two_body.vis_viva"";"
VIVA,8,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,27,"pub const CODEX_ID_VIS_VIVA: &str = ""astrodynamics.two_body.vis_viva"";"
ALTITUDE,7,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-atmosphere/src/lib.rs,34,pub const TROPOSPHERE_MIN_ALTITUDE_M: f64 = 0.0;
BAC-CAB,7,5,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,65,/// Codex identifier for M00 BAC-CAB vector triple identity form.
CARD,7,1,uppercase_word_or_heading,false,false,false,xtask/src/main.rs,9,const REQUIRED_CARD_FIELDS: &[&str] = &[
DIOXIDE,7,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/lib.rs,58,pub const CODEX_ID_CARBON_DIOXIDE_DAILY_BALANCE: &str =
E000,7,2,chemical_formula_or_unit_symbol,false,false,false,nomenclature/templates/EQUATION_SYMBOL_TABLE.yaml,2,scope: acx.math.domain.artifact.E000
ESCAPE,7,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,25,"pub const CODEX_ID_ESCAPE_VELOCITY: &str = ""astrodynamics.two_body.escape_velocity"";"
EXCESS,7,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,29,pub const CODEX_ID_SPECIFIC_EXCESS_POWER: &str =
FA,7,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,288,"\frac{C_{\ce{NH4}}}{K_{\ce{NH4}}+C_{\ce{NH4}}+C_{\ce{NH4}}^2/K_{I,FA,\rm Nts}}"
IMPULSE,7,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-propulsion/src/lib.rs,25,pub const CODEX_ID_SPECIFIC_IMPULSE_FROM_EFFECTIVE_EXHAUST_VELOCITY: &str =
O2/CO2,7,6,compound_registered_or_known,false,false,false,archive/prompts/Pasted markdown.md,1465,36. Life-support O2/CO2 stoichiometric balances
POWER,7,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,29,pub const CODEX_ID_SPECIFIC_EXCESS_POWER: &str =
SEQ-010,7,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,6,"PORT_STATUS_RELEASE_GATE.csv:row_0066,newton_accel,foa_ch01_ast_newton_accel,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch"
SEQ-035,7,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,80,"PORT_STATUS_RELEASE_GATE.csv:row_0400,ch5::intercept_grid,foa_ch05_ast_intercept_grid,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/name"
SEQ-043,7,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,115,"PORT_STATUS_RELEASE_GATE.csv:row_0487,ch6::earth_omega_from_sidereal_day,foa_ch06_ast_earth_omega_from_sidereal_day,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrody"
SEQ-050,7,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,194,"PORT_STATUS_RELEASE_GATE.csv:row_0703,ch7_integrate_earth_moon,foa_ch07_ast_ch7_integrate_earth_moon,source_scilab/ch7_numerical/ast_ch7_restricted_integration.sci,iterative_solver,blocked_until_solver_policy,mission design / patched-conic "
SEQ-127,7,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,1176,"PORT_STATUS_RELEASE_GATE.csv:row_1193,ac_cmg_rate_for_torque,ac_cmg_rate_for_torque,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curti"
